elevator_id,elevator_model,installation_date,customer_id,location_id,building_type,capacity_kg,status
ELV00319,HE-2200 MRL,2025-05-29,100000032,YVR,Industrial,3000,Decommissioned
ELV00320,HE-1800 Standard,2022-08-15,100000038,USA,Commercial Office,630,Active
ELV00321,HE-5000 Panoramic,2025-07-12,100000023,MEC,Hotel,630,Active
ELV00322,HE-1800 Standard,2016-05-10,100000038,SFO,Hotel,1600,Active
ELV00323,HE-2800 Freight,2023-04-17,100000009,MEC,Hotel,1600,Active
ELV00324,HE-3500 High-Speed,2021-08-16,100000019,BLR,Shopping Mall,800,Active
ELV00325,HE-4200 Express,2016-06-16,100000015,BLR,Hotel,1600,Active
ELV00326,HE-1800 Standard,2016-12-11,100000031,PHL,Shopping Mall,1600,Active
ELV00327,HE-1200 Compact,2020-06-10,100000008,CHN,Commercial Office,630,Active
ELV00328,HE-1200 Compact,2021-07-26,100000034,MEC,Commercial Office,800,Active
ELV00329,HE-4200 Express,2016-07-08,100000009,PVG,Residential,800,Active
ELV00330,HE-3000 Hospital-Grade,2023-10-15,100000011,GER,Residential,450,Active
ELV00331,HE-3000 Hospital-Grade,2018-03-09,100000032,DXB,Hospital,2000,Active
ELV00332,HE-3000 Hospital-Grade,2023-01-06,100000001,SFO,Residential,800,Under Maintenance
ELV00333,HE-5000 Panoramic,2014-10-04,100000017,ENG,Residential,800,Active
ELV00334,HE-1800 Standard,2020-09-05,100000011,PHL,Hotel,1275,Active
ELV00335,HE-5000 Panoramic,2025-04-19,100000003,LHR,Industrial,5000,Active
ELV00336,HE-4200 Express,2013-12-27,100000031,PVG,Residential,800,Under Maintenance
ELV00337,HE-4200 Express,2023-03-24,100000003,GER,Hotel,800,Active
ELV00338,HE-3000 Hospital-Grade,2025-09-02,100000032,GER,Mixed-Use,1600,Active
ELV00339,HE-2200 MRL,2017-04-12,100000019,FRA,Shopping Mall,1000,Under Maintenance
ELV00340,HE-4200 Express,2015-06-22,100000023,BLR,Mixed-Use,1000,Active
ELV00341,HE-2200 MRL,2018-11-27,100000009,PVG,Industrial,5000,Active
ELV00342,HE-5000 Panoramic,2019-10-28,100000004,IND,Commercial Office,800,Under Maintenance
ELV00343,HE-2800 Freight,2020-12-28,100000002,FRA,Residential,800,Active
ELV00344,HE-2000 Gearless,2025-07-10,100000023,USA,Residential,630,Active
ELV00345,HE-4200 Express,2015-07-03,100000023,ENG,Residential,800,Decommissioned
ELV00346,HE-4200 Express,2014-03-21,100000002,BLR,Residential,630,Active
ELV00347,HE-3500 High-Speed,2014-10-29,100000014,SFO,Residential,630,Under Maintenance
ELV00348,HE-1800 Standard,2015-06-26,100000011,IND,Residential,450,Active
ELV00349,HE-5000 Panoramic,2025-09-26,100000017,CHN,Mixed-Use,630,Active
ELV00350,HE-4200 Express,2020-06-22,100000015,YVR,Industrial,2000,Active
ELV00351,HE-1200 Compact,2017-07-21,100000004,BLR,Residential,630,Active
ELV00352,HE-5000 Panoramic,2024-08-18,100000031,GER,Residential,800,Active
ELV00353,HE-3500 High-Speed,2012-12-04,100000000,MEX,Industrial,2000,Active
ELV00354,HE-2000 Gearless,2012-06-15,100000008,ENG,Residential,630,Active
ELV00355,HE-3000 Hospital-Grade,2025-09-18,100000017,LHR,Hotel,800,Decommissioned
ELV00356,HE-1200 Compact,2016-02-24,100000019,DXB,Mixed-Use,1275,Active
ELV00357,HE-5000 Panoramic,2021-01-02,100000003,SYD,Industrial,2000,Active
ELV00358,HE-4200 Express,2018-01-03,100000004,BLR,Residential,630,Active
ELV00359,HE-3500 High-Speed,2020-02-15,100000034,LHR,Commercial Office,800,Active
ELV00360,HE-5000 Panoramic,2012-02-15,100000009,CHN,Shopping Mall,1000,Active
ELV00361,HE-5000 Panoramic,2018-04-20,100000037,UAE,Residential,630,Active
ELV00362,HE-3500 High-Speed,2026-01-06,100000032,MEC,Residential,450,Active
ELV00363,HE-4200 Express,2016-04-30,100000011,AUS,Residential,630,Active
ELV00364,HE-2000 Gearless,2015-09-11,100000014,CHN,Hospital,2000,Active
ELV00365,HE-3500 High-Speed,2023-09-05,100000038,FRA,Industrial,3000,Active
ELV00366,HE-3000 Hospital-Grade,2013-01-16,100000015,ENG,Mixed-Use,800,Active
ELV00367,HE-2200 MRL,2020-05-05,100000011,FRA,Residential,800,Active
ELV00368,HE-1200 Compact,2020-02-13,100000017,FRA,Transit Hub,800,Under Maintenance
ELV00369,HE-2800 Freight,2015-11-18,100000011,CHN,Shopping Mall,630,Active
ELV00370,HE-2200 MRL,2021-08-19,100000019,GER,Commercial Office,1275,Active
ELV00371,HE-1200 Compact,2013-03-25,100000019,CHN,Commercial Office,1600,Active
ELV00372,HE-2800 Freight,2025-01-23,100000015,SYD,Commercial Office,1275,Active
ELV00373,HE-2000 Gearless,2024-01-15,100000035,DXB,Commercial Office,1000,Active
ELV00374,HE-2200 MRL,2023-03-17,100000037,MEC,Residential,630,Active
ELV00375,HE-4200 Express,2024-03-10,100000015,AUS,Mixed-Use,1000,Active
ELV00376,HE-5000 Panoramic,2020-04-06,100000001,PHL,Residential,630,Active
ELV00377,HE-1200 Compact,2014-10-07,100000002,PVG,Commercial Office,800,Active
ELV00378,HE-3000 Hospital-Grade,2023-09-03,100000015,USA,Commercial Office,1000,Active
ELV00379,HE-4200 Express,2017-09-15,100000002,YVR,Industrial,2000,Active
ELV00380,HE-2200 MRL,2012-08-15,100000001,MEX,Commercial Office,1600,Active
ELV00381,HE-3000 Hospital-Grade,2015-07-31,100000031,PHL,Mixed-Use,1000,Active
ELV00382,HE-4200 Express,2013-06-17,100000004,FRA,Residential,450,Active
ELV00383,HE-1200 Compact,2025-04-07,100000008,USA,Shopping Mall,1600,Under Maintenance
ELV00384,HE-4200 Express,2022-03-30,100000015,BLR,Hospital,2000,Active
ELV00385,HE-3000 Hospital-Grade,2020-05-30,100000019,FRA,Residential,450,Active
ELV00386,HE-1200 Compact,2023-09-17,100000003,LHR,Mixed-Use,1275,Active
ELV00387,HE-3500 High-Speed,2025-07-14,100000009,ENG,Residential,450,Active
ELV00388,HE-3000 Hospital-Grade,2021-09-18,100000016,BLR,Commercial Office,1275,Active
ELV00389,HE-2000 Gearless,2020-02-20,100000009,BLR,Residential,630,Active
ELV00390,HE-3500 High-Speed,2015-11-09,100000032,SYD,Commercial Office,1275,Under Maintenance
ELV00391,HE-1200 Compact,2012-02-21,100000037,GER,Hospital,2500,Active
ELV00392,HE-3500 High-Speed,2022-10-26,100000001,UAE,Residential,450,Active
ELV00393,HE-2000 Gearless,2015-07-12,100000000,AUS,Residential,800,Active
ELV00394,HE-4200 Express,2018-05-25,100000038,LHR,Mixed-Use,800,Active
ELV00395,HE-3500 High-Speed,2012-08-24,100000037,LHR,Commercial Office,630,Active
ELV00396,HE-3000 Hospital-Grade,2023-10-17,100000004,CHN,Residential,450,Active
ELV00397,HE-2200 MRL,2016-05-20,100000023,AUS,Residential,630,Active
ELV00398,HE-2800 Freight,2022-03-27,100000008,USA,Residential,630,Active
ELV00399,HE-2000 Gearless,2026-01-05,100000001,MEC,Residential,450,Active
ELV00400,HE-3500 High-Speed,2021-04-20,100000015,AUS,Commercial Office,1275,Active
ELV00401,HE-2200 MRL,2020-06-12,100000016,CAN,Commercial Office,1275,Decommissioned
ELV00402,HE-5000 Panoramic,2014-12-20,100000015,LHR,Hotel,800,Active
ELV00403,HE-2200 MRL,2020-12-15,100000003,DXB,Hospital,2000,Active
ELV00404,HE-2000 Gearless,2022-02-28,100000001,GER,Commercial Office,1000,Active
ELV00405,HE-2800 Freight,2019-04-23,100000011,LHR,Mixed-Use,800,Active
ELV00406,HE-1800 Standard,2014-08-26,100000017,UAE,Hotel,1600,Active
ELV00407,HE-4200 Express,2023-03-12,100000037,UAE,Hospital,1600,Active
ELV00408,HE-1800 Standard,2013-04-06,100000009,BLR,Commercial Office,800,Active
ELV00409,HE-3500 High-Speed,2014-09-04,100000034,CHN,Residential,800,Active
ELV00410,HE-2000 Gearless,2015-08-22,100000004,GER,Commercial Office,1600,Active
ELV00411,HE-3500 High-Speed,2012-04-13,100000004,LHR,Hospital,2500,Active
ELV00412,HE-3500 High-Speed,2015-07-05,100000038,YVR,Residential,800,Active
ELV00413,HE-2200 MRL,2025-12-28,100000035,SFO,Residential,800,Active
ELV00414,HE-1200 Compact,2017-01-27,100000019,PVG,Residential,450,Active
ELV00415,HE-4200 Express,2024-11-13,100000035,YVR,Commercial Office,1600,Under Maintenance
ELV00416,HE-3500 High-Speed,2021-04-06,100000019,CAN,Residential,800,Active
ELV00417,HE-5000 Panoramic,2022-11-15,100000011,LHR,Commercial Office,630,Active
ELV00418,HE-2000 Gearless,2017-09-19,100000023,CAN,Transit Hub,630,Active
ELV00419,HE-3500 High-Speed,2012-01-08,100000023,GER,Commercial Office,800,Active
ELV00420,HE-2000 Gearless,2018-05-31,100000002,FRA,Commercial Office,1600,Active
ELV00421,HE-2800 Freight,2024-01-01,100000003,SYD,Commercial Office,1600,Active
ELV00422,HE-5000 Panoramic,2015-03-24,100000008,MEC,Mixed-Use,1600,Active
ELV00423,HE-2800 Freight,2015-07-25,100000015,GER,Mixed-Use,800,Active
ELV00424,HE-3500 High-Speed,2017-10-09,100000031,ENG,Residential,450,Active
ELV00425,HE-2200 MRL,2021-07-20,100000023,BLR,Commercial Office,800,Active
ELV00426,HE-1800 Standard,2021-10-16,100000014,FRA,Commercial Office,1600,Active
ELV00427,HE-3500 High-Speed,2012-08-08,100000016,DXB,Shopping Mall,1600,Active
ELV00428,HE-5000 Panoramic,2026-03-09,100000034,USA,Commercial Office,1600,Active
ELV00429,HE-2800 Freight,2020-07-29,100000011,PHL,Hotel,1000,Under Maintenance
ELV00430,HE-1200 Compact,2025-04-30,100000001,MEC,Residential,800,Active
ELV00431,HE-1200 Compact,2024-10-08,100000034,CHN,Mixed-Use,1000,Active
ELV00432,HE-2800 Freight,2022-03-16,100000032,AUS,Residential,630,Active
ELV00433,HE-4200 Express,2015-09-22,100000009,BLR,Commercial Office,1000,Active
ELV00434,HE-2000 Gearless,2012-01-07,100000015,SFO,Commercial Office,800,Active
ELV00435,HE-3500 High-Speed,2012-10-12,100000014,AUS,Mixed-Use,800,Active
ELV00436,HE-3500 High-Speed,2016-04-18,100000031,AUS,Transit Hub,800,Active
ELV00437,HE-2800 Freight,2018-06-06,100000014,DXB,Shopping Mall,1600,Active
ELV00438,HE-2000 Gearless,2020-02-20,100000017,LHR,Commercial Office,1600,Active
ELV00439,HE-3500 High-Speed,2014-07-16,100000008,PHL,Shopping Mall,1600,Active
ELV00440,HE-2200 MRL,2024-03-08,100000023,IND,Commercial Office,1000,Active
ELV00441,HE-2800 Freight,2012-04-14,100000004,AUS,Transit Hub,800,Active
ELV00442,HE-4200 Express,2013-10-24,100000031,GER,Hospital,2000,Active
ELV00443,HE-5000 Panoramic,2014-06-02,100000023,MEC,Mixed-Use,1600,Under Maintenance
ELV00444,HE-1800 Standard,2012-03-22,100000031,LHR,Hospital,1600,Active
ELV00445,HE-1800 Standard,2012-02-26,100000004,YVR,Commercial Office,1600,Active
ELV00446,HE-2000 Gearless,2014-04-12,100000008,CAN,Mixed-Use,1600,Under Maintenance
ELV00447,HE-3500 High-Speed,2012-06-14,100000038,SYD,Commercial Office,630,Under Maintenance
ELV00448,HE-4200 Express,2025-01-30,100000014,SYD,Shopping Mall,1275,Active
ELV00449,HE-2200 MRL,2015-06-06,100000004,ENG,Residential,450,Active
ELV00450,HE-1800 Standard,2015-12-30,100000038,MEX,Hotel,800,Active
ELV00451,HE-2200 MRL,2019-03-04,100000034,GER,Hotel,800,Active
ELV00452,HE-4200 Express,2014-12-05,100000032,PHL,Commercial Office,630,Active
ELV00453,HE-3500 High-Speed,2018-02-14,100000032,PHL,Hotel,630,Active
ELV00454,HE-2200 MRL,2024-07-19,100000015,GER,Residential,450,Active
ELV00455,HE-3000 Hospital-Grade,2023-04-09,100000016,SYD,Hotel,1000,Active
ELV00456,HE-4200 Express,2014-10-06,100000004,IND,Residential,450,Active
ELV00457,HE-4200 Express,2020-08-29,100000011,SYD,Residential,630,Active
ELV00458,HE-3500 High-Speed,2021-01-06,100000017,MEC,Commercial Office,1000,Active
ELV00459,HE-1800 Standard,2025-08-07,100000017,BLR,Mixed-Use,1600,Active
ELV00460,HE-5000 Panoramic,2020-10-12,100000037,SFO,Commercial Office,1000,Active
ELV00461,HE-5000 Panoramic,2025-09-09,100000032,AUS,Hospital,2500,Decommissioned
ELV00462,HE-5000 Panoramic,2017-10-11,100000016,IND,Commercial Office,1275,Active
ELV00463,HE-3500 High-Speed,2014-09-11,100000009,PHL,Residential,450,Active
ELV00464,HE-1800 Standard,2018-12-28,100000031,CHN,Commercial Office,630,Active
ELV00465,HE-2800 Freight,2020-07-11,100000016,SFO,Industrial,2000,Active
ELV00466,HE-2000 Gearless,2017-09-23,100000004,ENG,Commercial Office,800,Decommissioned
ELV00467,HE-1800 Standard,2016-03-19,100000019,CAN,Commercial Office,1600,Active
ELV00468,HE-2800 Freight,2022-02-14,100000016,FRA,Commercial Office,1275,Active
ELV00469,HE-2200 MRL,2021-08-19,100000023,MEC,Residential,630,Active
ELV00470,HE-3000 Hospital-Grade,2021-04-16,100000019,AUS,Hotel,1600,Active
ELV00471,HE-2200 MRL,2022-02-13,100000035,AUS,Residential,630,Active
ELV00472,HE-2200 MRL,2015-01-08,100000011,SFO,Shopping Mall,800,Active
ELV00473,HE-2800 Freight,2018-12-26,100000038,USA,Hotel,630,Active
ELV00474,HE-5000 Panoramic,2025-12-07,100000031,SFO,Hotel,1000,Decommissioned
ELV00475,HE-1800 Standard,2020-11-01,100000001,DXB,Hotel,1275,Active
ELV00476,HE-2200 MRL,2021-03-31,100000032,YVR,Commercial Office,630,Active
ELV00477,HE-1200 Compact,2020-03-15,100000004,BLR,Mixed-Use,1000,Active
ELV00478,HE-5000 Panoramic,2015-12-13,100000001,AUS,Residential,450,Active
ELV00479,HE-3000 Hospital-Grade,2013-05-18,100000001,GER,Commercial Office,630,Active
ELV00480,HE-5000 Panoramic,2019-12-16,100000015,LHR,Industrial,5000,Active
ELV00481,HE-3000 Hospital-Grade,2018-04-02,100000031,FRA,Residential,800,Active
ELV00482,HE-5000 Panoramic,2023-11-22,100000019,USA,Mixed-Use,630,Under Maintenance
ELV00483,HE-2200 MRL,2014-01-27,100000016,MEX,Commercial Office,1275,Active
ELV00484,HE-3500 High-Speed,2013-06-06,100000037,MEX,Shopping Mall,630,Active
ELV00485,HE-3000 Hospital-Grade,2013-04-29,100000023,ENG,Residential,450,Active
ELV00486,HE-4200 Express,2013-02-07,100000014,SFO,Commercial Office,1000,Active
ELV00487,HE-1800 Standard,2024-05-13,100000017,DXB,Industrial,3000,Active
ELV00488,HE-2000 Gearless,2023-09-14,100000034,FRA,Residential,630,Active
ELV00489,HE-5000 Panoramic,2013-07-26,100000003,ENG,Transit Hub,1000,Active
ELV00490,HE-2800 Freight,2014-05-19,100000003,USA,Commercial Office,630,Active
ELV00491,HE-2000 Gearless,2018-05-01,100000015,GER,Shopping Mall,630,Active
ELV00492,HE-5000 Panoramic,2014-10-10,100000034,GER,Shopping Mall,1600,Active
ELV00493,HE-3500 High-Speed,2014-09-30,100000015,YVR,Mixed-Use,1275,Active
ELV00494,HE-3000 Hospital-Grade,2014-10-27,100000038,IND,Residential,450,Active
ELV00495,HE-5000 Panoramic,2012-07-13,100000038,MEX,Transit Hub,630,Under Maintenance
ELV00496,HE-2000 Gearless,2014-10-22,100000011,CAN,Commercial Office,1000,Active
ELV00497,HE-2000 Gearless,2022-05-20,100000015,MEX,Shopping Mall,630,Active
ELV00498,HE-1800 Standard,2024-06-23,100000001,FRA,Shopping Mall,800,Under Maintenance
ELV00499,HE-1200 Compact,2024-12-14,100000003,YVR,Residential,450,Active
ELV00500,HE-1800 Standard,2015-11-04,100000015,SFO,Industrial,5000,Active
